1233947682936221696, 1233976000113004544
1233951173033578496, 1233966429268873216
1233934144817618944, 1233939956617187328
1233966050636632064, 1233956718834524160
1233942687612456960, 1233995008836898816
1233936130736676864, 1233947830626091008
1233922864295710720, 1233922892678590464
1233983394494767104, 1233943015934365696
1233962525370322944, 1233959839438704640
1233947143083372544, 1233963080700194816
1233983394494767104, 1233947143083372544
1233974502016667648, 1233974684829372416
1233950777997250560, 1233955157496467456
1233968168491597824, 1233954572458188800
1233969528364814336, 1233979723279151104
1233972946332520448, 1233932284933410816
1233936130736676864, 1233923901249511424
1233912675953856512, 1233975733736935424
1233928616070799360, 1233928364609531904
1233993581762928640, 1233958521642921984
1233967724272861184, 1233979667889025024
1233993753867649024, 1233988762516017152
1233975538441576448, 1233990326441955328
1233987523719966720, 1233970422510706688
1233992361858019328, 1233971623767592960
1233987825508417536, 1233987112313204736
1233969528364814336, 1233979475811016704
1233942687612456960, 1233943754446376960
1233983437423489024, 1233993325977493504
1233993950425440256, 1233964161366757376
1233947491168444416, 1233979475811016704
1233950499835125760, 1233952661944307712
1233950070241976320, 1233950113002872832
1233960636754747392, 1233961363090722816
1233950777997250560, 1233969399331270656
1233943015934365696, 1233993688298246144
1233951558565580800, 1233949152142352384
1233964265998082048, 1233912681788252160
1233979723279151104, 1233947143083372544
1233977686067949568, 1233972280050339840
1233964161366757376, 1233960636754747392
1233962927415230464, 1233954096081563648
1233950070241976320, 1233975665428271104
1233931000129970176, 1233992417847672832
1233945419362656256, 1233951856885407744
1233907181872799744, 1233910155118620672
1233961044172853248, 1233953356176969728
1233958028099145728, 1233995008836898816
1233994873918935040, 1233947682936221696
1233963624647008256, 1233943114383056896
1233950803016077312, 1233987523719966720
1233989947872419840, 1233975733736935424
1233954572458188800, 1233970532342804480
1233981713392386048, 1233979475811016704
1233969528364814336, 1233985720852844544
1233944001113448448, 1233991017923334144
1233964161366757376, 1233950896024891392
1233953734264262656, 1233950192442851328
1233963815622062080, 1233950410693627904
1233971509065969664, 1233942687612456960
1233947491168444416, 1233985720852844544
1233977355565248512, 1233987523719966720
1233946227940757504, 1233963080700194816
1233951733518413824, 1233962265461903360
1233954572458188800, 1233993581762928640
1233972079726219264, 1233920709321220096
1233961363090722816, 1233983309136433152
1233946040128000000, 1233960636754747392
1233946040128000000, 1233973969298038784
1233975332002246656, 1233983293995016192
1233988605598556160, 1233988531485380608
1233994873918935040, 1233966429268873216
1233954572458188800, 1233943136768008192
1233946040128000000, 1233950896024891392
1233950193902608384, 1233951137859981312
1233964840479338496, 1233970966369193984
1233953734264262656, 1233950113002872832
1233993950425440256, 1233965348510146560
1233966428589568000, 1233951890003517440
1233951173033578496, 1233948109945942016
1233950777997250560, 1233966428589568000
1233951137859981312, 1233950113002872832
1233947143083372544, 1233960636754747392
1233947143083372544, 1233973969298038784
1233942687612456960, 1233973098464120832
1233971623767592960, 1233942670344474624
1233953734264262656, 1233975665428271104
1233977988024274944, 1233979475811016704
1233975332002246656, 1233970532342804480
1233962927415230464, 1233970422510706688
1233966428589568000, 1233975698416496640
1233963624647008256, 1233971623767592960
1233950777997250560, 1233977355565248512
1233968168491597824, 1233961363090722816
1233947143083372544, 1233950896024891392
1233954572458188800, 1233977988024274944
1233943337943482368, 1233952566981070848
1233950225120874496, 1233950410693627904
1233912220154613760, 1233947830626091008
1233975332002246656, 1233993581762928640
1233971509065969664, 1233982775117508608
1233992361858019328, 1233971509065969664
1233951856885407744, 1233982846718619648
1233943015934365696, 1233947491168444416
1233981713392386048, 1233975538441576448
1233939956617187328, 1233940009385807872
1233975332002246656, 1233943136768008192
1233988620584800256, 1233944001113448448
1233912220154613760, 1233923901249511424
1233968283294076928, 1233956403565547520
1233991795702452224, 1233988616856182784
1233920038563766272, 1233926040164106240
1233988620584800256, 1233991915399368704
1233934099125063680, 1233979204632363008
1233983394494767104, 1233954572458188800
1233905890211790848, 1233905887284277248
1233961965938184192, 1233972910978748416
1233984993665282048, 1233976000113004544
1233991017923334144, 1233965616316334080
1233977141416558592, 1233977145665499136
1233941080590180352, 1233979204632363008
1233960730619084800, 1233947143083372544
